,ICE_IME_id,ICE_IME_id_need_manual_curation,Segment_number,Comments_ICE_IME_structure,Is_hit_blast,Is_hit_HMM,CDS_num,Genome_accession,Genome_accession_rank,CDS_locus_tag,CDS_protein_id,CDS_strand,CDS_start,CDS_end,CDS_length,Is_pseudo,CDS_Protein_type,CDS_Protein_type_blast,Description_of_blast_most_similar_ref_SP,Id_of_blast_most_similar_ref_SP,Length_of_blast_most_similar_ref_SP,Blast_ali_length,Blast_ali_start_CDS,Blast_ali_end_CDS,Blast_ali_start_Query_blast,Blast_ali_end_Query_blast,Blast_ali_identity_perc,Blast_ali_E-value,Blast_ali_bitscore,CDS_coverage_blast,Blast_ali_coverage_most_similar_ref_SP,Protein_type_of_blast_most_similar_ref_SP,Associated_element_type_of_blast_most_similar_ref_SP,ICE_superfamily_of_most_similar_ref_SP,ICE_family_of_most_similar_ref_SP,IME_superfamily_of_most_similar_ref_SP,Relaxase_family_domain_of_most_similar_ref_SP,Relaxase_family_MOB_of_most_similar_ref_SP,Coupling_type_of_most_similar_ref_SP,False_positives,SP_blast_validation,Use_annotation,Protein_type_of_matching_HMM_profile,Description_of_matching_HMM_profile,Profile_name,Length_of_matching_HMM_profile,HMM_ali_i-Evalue,HMM_ali_E-value,HMM_ali_Score,HMM_ali_Bias,HMM_ali_Global_score,HMM_ali_Global_bias,HMM_coverage,CDS_coverage_hmm,Genome,Population
334,,__IMEICEID_BasicEMStructure__1__,1,The SP EDGGMMOL_00747 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,738,KRP2B57G57c3sulfuri,1,EDGGMMOL_00747,-,+,708589,709992,467,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,1.1e-29,3.9e-30,89.4,0.2,90.9,0.4,86.04,38.33,KRP2B_SE057_G_SE057_cluster3_sulfuri,sulfuri
335,,,2,,1,1,1297,KRP2B57G57c3sulfuri,1,EDGGMMOL_01318,-,-,1238039,1239601,520,-,Serine integrase,Serine integrase,Serine integrase,AAO82010,537.0,527.0,3.0,472.0,8.0,508.0,25.81,1.2399999999999999e-28,111.0,90.38,93.3,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Serine integrase,Serine recombinase,Recombinase,104,7.1e-18,3.2e-18,51.3,2.0,52.4,3.0,100.0,16.73,KRP2B_SE057_G_SE057_cluster3_sulfuri,sulfuri
336,,,1,,0,1,417,KRP2B58G100c1veneni,1,NLOKFNAC_00427,-,+,377057,378235,392,-,Tyrosine integrase,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,6.1e-07,3.4e-07,15.6,0.0,16.4,0.0,68.02,32.4,KRP2B_SE058_G100_cluster1_veneni,veneni
337,,,2,,1,1,1005,KRP2B58G100c1veneni,1,NLOKFNAC_01027,-,-,970231,971286,351,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO80333,389.0,195.0,190.0,351.0,188.0,381.0,30.26,4.81e-15,68.9,46.15,49.87,Integrase,ICE,-,-,-,-,-,-,-,validated,yes,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,2.4e-37,2.2e-37,114.5,0.2,114.6,3.3,97.67,45.01,KRP2B_SE058_G100_cluster1_veneni,veneni
338,,__IMEICEID_BasicEMStructure__1__,3,The SP NLOKFNAC_01318 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,1290,KRP2B58G100c1veneni,1,NLOKFNAC_01318,-,-,1236380,1237774,464,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8.9e-31,5.5e-31,93.0,0.2,93.6,0.2,89.19,39.44,KRP2B_SE058_G100_cluster1_veneni,veneni
339,,__IMEICEID_BasicEMStructure__1__,1,The SP HLOIJMIF_00215 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,208,KRP2B58G101c2veneni,1,HLOIJMIF_00215,-,-,195658,197052,464,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8.9e-31,5.5e-31,93.0,0.2,93.6,0.2,89.19,39.44,KRP2B_SE058_G101_cluster2_veneni,veneni
340,,,2,,0,1,765,KRP2B58G101c2veneni,1,HLOIJMIF_00784,-,+,700552,701730,392,-,Tyrosine integrase,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,6.1e-07,3.4e-07,15.6,0.0,16.4,0.0,68.02,32.4,KRP2B_SE058_G101_cluster2_veneni,veneni
341,,,3,,1,1,1026,KRP2B58G101c2veneni,1,HLOIJMIF_01055,-,-,977703,978758,351,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO80333,389.0,195.0,190.0,351.0,188.0,381.0,30.26,4.81e-15,68.9,46.15,49.87,Integrase,ICE,-,-,-,-,-,-,-,validated,yes,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,2.4e-37,2.2e-37,114.5,0.2,114.6,3.3,97.67,45.01,KRP2B_SE058_G101_cluster2_veneni,veneni
342,,,1,,1,1,338,KRP2B58G102c3veneni,1,JBIFNBCE_00342,-,+,326466,327521,351,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO80333,389.0,195.0,190.0,351.0,188.0,381.0,30.26,4.81e-15,68.9,46.15,49.87,Integrase,ICE,-,-,-,-,-,-,-,validated,yes,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,2.4e-37,2.2e-37,114.5,0.2,114.6,3.3,97.67,45.01,KRP2B_SE058_G102_cluster3_veneni,veneni
343,,__IMEICEID_BasicEMStructure__1__,2,The SP JBIFNBCE_00603 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,589,KRP2B58G102c3veneni,1,JBIFNBCE_00603,-,+,593041,594435,464,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8.9e-31,5.5e-31,93.0,0.2,93.6,0.2,89.19,39.44,KRP2B_SE058_G102_cluster3_veneni,veneni
344,,,3,,0,1,1480,KRP2B58G102c3veneni,1,JBIFNBCE_01507,-,+,1415653,1416831,392,-,Tyrosine integrase,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,6.1e-07,3.4e-07,15.6,0.0,16.4,0.0,68.02,32.4,KRP2B_SE058_G102_cluster3_veneni,veneni
345,,,1,,1,1,572,KRP2B58G103c2veneni,1,JHLABOJF_00583,-,-,574574,575629,351,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO80333,389.0,195.0,190.0,351.0,188.0,381.0,30.26,4.81e-15,68.9,46.15,49.87,Integrase,ICE,-,-,-,-,-,-,-,validated,yes,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,2.4e-37,2.2e-37,114.5,0.2,114.6,3.3,97.67,45.01,KRP2B_SE058_G103_cluster2_veneni,veneni
346,,,1,,0,1,639,KRP2B58G103c2veneni,1,JHLABOJF_00653,-,-,641733,642911,392,-,Tyrosine integrase,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,6.1e-07,3.4e-07,15.6,0.0,16.4,0.0,68.02,32.4,KRP2B_SE058_G103_cluster2_veneni,veneni
347,,__IMEICEID_BasicEMStructure__1__,2,The SP JHLABOJF_01024 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,997,KRP2B58G103c2veneni,1,JHLABOJF_01024,-,-,966723,968117,464,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8.9e-31,5.5e-31,93.0,0.2,93.6,0.2,89.19,39.44,KRP2B_SE058_G103_cluster2_veneni,veneni
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G103_cluster3_Green,Green
349,,,1,,0,1,324,KRP2B58G107c1veneni,1,JOMJCKDP_00334,-,+,299758,300936,392,-,Tyrosine integrase,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,6.1e-07,3.4e-07,15.6,0.0,16.4,0.0,68.02,32.4,KRP2B_SE058_G107_cluster1_veneni,veneni
350,,,2,,1,1,717,KRP2B58G107c1veneni,1,JOMJCKDP_00732,-,+,682073,683128,351,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO80333,389.0,195.0,190.0,351.0,188.0,381.0,30.26,4.81e-15,68.9,46.15,49.87,Integrase,ICE,-,-,-,-,-,-,-,validated,yes,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,2.4e-37,2.2e-37,114.5,0.2,114.6,3.3,97.67,45.01,KRP2B_SE058_G107_cluster1_veneni,veneni
351,,__IMEICEID_BasicEMStructure__1__,3,The SP JOMJCKDP_01081 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,1052,KRP2B58G107c1veneni,1,JOMJCKDP_01081,-,-,1026006,1027400,464,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8.9e-31,5.5e-31,93.0,0.2,93.6,0.2,89.19,39.44,KRP2B_SE058_G107_cluster1_veneni,veneni
352,,,1,,0,1,16,KRP2B58G108c1veneni,1,ECPEFPNC_00017,-,-,16423,17601,392,-,Tyrosine integrase,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,6.1e-07,3.4e-07,15.6,0.0,16.4,0.0,68.02,32.4,KRP2B_SE058_G108_cluster1_veneni,veneni
353,,,2,,1,1,717,KRP2B58G108c1veneni,1,ECPEFPNC_00732,-,+,683388,684443,351,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO80333,389.0,195.0,190.0,351.0,188.0,381.0,30.26,4.81e-15,68.9,46.15,49.87,Integrase,ICE,-,-,-,-,-,-,-,validated,yes,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,2.4e-37,2.2e-37,114.5,0.2,114.6,3.3,97.67,45.01,KRP2B_SE058_G108_cluster1_veneni,veneni
354,,__IMEICEID_BasicEMStructure__1__,3,The SP ECPEFPNC_01237 seems to be an isolated coupling protein and is therefore not reported as an ICE / IME structure by ICEscreen. Please manually check if it is a false positive or for the potential presence of other undetected SP in its genomic neighborhood.,0,1,1210,KRP2B58G108c1veneni,1,ECPEFPNC_01237,-,+,1164571,1165965,464,-,Coupling protein,,,,,,,,,,,,,,,,,,,,,,,,,,Coupling protein,VirD4,t4cp2,222,8.9e-31,5.5e-31,93.0,0.2,93.6,0.2,89.19,39.44,KRP2B_SE058_G108_cluster1_veneni,veneni
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G109_cluster1_Green,Green
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G110_cluster2_Green,Green
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G111_cluster1_Green,Green
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G112_cluster2_Green,Green
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G113_cluster1_Green,Green
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G114_cluster2_Green,Green
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G116_cluster2_Green,Green
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G117_cluster1_Green,Green
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G118_cluster1_Green,Green
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G119_cluster2_Green,Green
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G120_cluster2_Green,Green
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G151_cluster3_Blue,Blue
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRP2B_SE058_G155_cluster2_Blue,Blue
368,,,1,,1,1,1162,KRP2B58G156c3Blue,1,DGBGHIIC_01187,-,+,1084376,1085440,354,-,Tyrosine integrase,Tyrosine integrase,Tyrosine integrase,AAO82259,379,265,70,301,82,346,26.04,9.82e-14,65.1,65.54,69.92,Integrase,ICE,-,-,-,-,-,-,-,validated,no,Tyrosine integrase,Tyrosine integrase,Phage_integrase,172,3.4e-26,4e-27,78.2,0.0,81.2,0.5,84.88,40.4,KRP2B_SE058_G156_cluster3_Blue,Blue
