Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0AAU6KTM3	unreviewed	Hydrogenase maturation protein	2903871	Streptomyces sp. NBC_01450	605	IPR009188	1..583
A0AAU6L5D4	unreviewed	Hydrogenase maturation protein	2903867	Streptomyces sp. NBC_01439	580	IPR009188	1..571
A0AAU6MN99	unreviewed	Hydrogenase maturation protein	2903865	Streptomyces sp. NBC_01435	561	IPR009188	1..555
A0AAU7LX24	unreviewed	Formyl transferase N-terminal domain-containing protein	335476	Polaromonas hydrogenivorans	602	IPR009188	6..602
A0AAU7WMD6	unreviewed	Formyl transferase	3144407	Pseudomonas sp. W17	572	IPR009188	4..570
A0AAU8JQA4	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	3156397	Kitasatospora camelliae	566	IPR009188	1..566
A0AAU8K0F0	unreviewed	Formyl transferase C-terminal domain-containing protein	3156397	Kitasatospora camelliae	563	IPR009188	1..563
A0AAU8MRW1	unreviewed	Formyl transferase C-terminal domain-containing protein	1792846	Lysobacter firmicutimachus	575	IPR009188	3..572
A0AAU8TSW2	unreviewed	Formyl transferase	47883	Pseudomonas synxantha	577	IPR009188	4..577
A0AAU9AGF9	unreviewed	Hydrogenase maturation protein	69	Lysobacter enzymogenes	577	IPR009188	3..577
A0AAV3X4T3	unreviewed	Hydrogenase maturation factor HoxX	2530354	Microseira wollei NIES-4236	567	IPR009188	1..565
A0AAW4I3S0	unreviewed	Hydrogenase maturation protein	1690268	Acidovorax sp. SD340	590	IPR009188	7..590
A0AAW4ID62	unreviewed	Hydrogenase maturation protein	1690268	Acidovorax sp. SD340	579	IPR009188	1..577
A0AAW6LE07	unreviewed	HoxX	334542	Rhodococcus qingshengii	597	IPR009188	62..597
A0AAW7X645	unreviewed	Formyl transferase-like protein	86304	Saccharophagus degradans	565	IPR009188	1..562
A0AAW8DXA7	unreviewed	Hydrogenase maturation protein	436515	Variovorax boronicumulans	570	IPR009188	1..568
A0AAW8EH84	unreviewed	Hydrogenase maturation protein	34073	Variovorax paradoxus	584	IPR009188	6..584
A0AAW8F9I7	unreviewed	Hydrogenase maturation protein	58343	Streptomyces canus	593	IPR009188	1..582
A0AAW8M944	unreviewed	Formyl transferase	930166	Pseudomonas brassicacearum	572	IPR009188	4..572
A0AAX2AKK1	unreviewed	Hydrogenase	1032238	Malaciobacter mytili LMG 24559	548	IPR009188	1..548
A0AAX2DFR5	unreviewed	Formyl transferase	183795	Pseudomonas mediterranea	572	IPR009188	4..572
A0AAX2E6F4	unreviewed	Methionyl-tRNA formyltransferase	1566194	Pseudomonas sp. NFACC41-3	572	IPR009188	4..571
A0AAX3FRV2	unreviewed	Formyl transferase	587753	Pseudomonas chlororaphis	572	IPR009188	4..571
A0AAX3I801	unreviewed	Formyl transferase	47883	Pseudomonas synxantha	577	IPR009188	4..577
A0AAX3UXM3	unreviewed	HoxX	1833	Rhodococcus erythropolis	588	IPR009188	53..588
A0AB33EHN7	unreviewed	Formyl transferase	104087	Pseudomonas frederiksbergensis	572	IPR009188	4..571
A0AB33JV80	unreviewed	Hydrogenase maturation protein	3231513	Kitasatospora sp. CMC57	565	IPR009188	1..565
A0AB33WYY3	unreviewed	Formyl transferase	1037915	Pseudomonas chlororaphis O6	572	IPR009188	4..571
A0AB34C256	unreviewed	Formyl transferase	587753	Pseudomonas chlororaphis	572	IPR009188	4..571
A0AB36CYZ8	unreviewed	Formyl transferase C-terminal domain-containing protein	75612	Pseudomonas mandelii	574	IPR009188	4..574
A0AB36ZXZ9	unreviewed	Hydrogenase	505249	Malaciobacter marinus	549	IPR009188	1..549
A0AB38AAI5	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	1881024	Streptomyces sp. 2112.2	569	IPR009188	1..568
A0AB38BBQ9	unreviewed	Two-component system hydrogenase maturation factor HypX/HoxX	1881023	Streptomyces sp. 2112.3	569	IPR009188	1..568
A0AB38RKU3	unreviewed	HoxX	1303681	Rhodococcus qingshengii JCM 15477	597	IPR009188	62..597
A0AB39MSR7	unreviewed	Formyl transferase C-terminal domain-containing protein	3238625	Streptomyces sp. R11	581	IPR009188	1..579
A0AB39Q9N4	unreviewed	Formyl transferase C-terminal domain-containing protein	3238628	Streptomyces sp. R28	574	IPR009188	1..569
A0AB39QIM9	unreviewed	Formyl transferase C-terminal domain-containing protein	3238631	Streptomyces sp. R39	556	IPR009188	1..554
A0AB39S073	unreviewed	Hydrogenase maturation protein	3238632	Streptomyces sp. R41	593	IPR009188	1..582
A0AB39SPM4	unreviewed	Hydrogenase maturation protein	3238630	Streptomyces sp. R35	593	IPR009188	1..582
A0AB39T9K0	unreviewed	Hydrogenase maturation protein	3238633	Streptomyces sp. R44	566	IPR009188	1..556
A0AB39TK52	unreviewed	Hydrogenase maturation protein	3238634	Streptomyces sp. Y1	570	IPR009188	1..567
A0AB39TW07	unreviewed	Hydrogenase maturation protein	3238634	Streptomyces sp. Y1	558	IPR009188	1..558
A0AB39XX50	unreviewed	Hydrogenase maturation protein	3238629	Streptomyces sp. R33	589	IPR009188	1..573
A0AB73K1R5	unreviewed	Formyl transferase	2656770	Apibacter sp. B3913	566	IPR009188	5..566
A0AB73KB03	unreviewed	Hydrogenase maturation protein	2706051	Streptomyces sp. SID13588	553	IPR009188	1..553
A0ABD6IVM5	unreviewed	Hydrogenase maturation protein	2690323	Streptomyces sp. SID69	584	IPR009188	1..580
A1VNN8	unreviewed	Formyl transferase N-terminal domain-containing protein	365044	Polaromonas naphthalenivorans (strain CJ2)	602	IPR009188	6..602
A2SJM4	unreviewed	Putative sensor protein	420662	Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1)	591	IPR009188	1..591
A4TYK6	unreviewed	Hydrogenase maturation factor	55518	Magnetospirillum gryphiswaldense	538	IPR009188	1..538
A8FYM9	unreviewed	Formyl transferase-like protein	425104	Shewanella sediminis (strain HAW-EB3)	588	IPR009188	1..587
A8UWC8	unreviewed	Hydrogenase regulation HoxX	392423	Hydrogenivirga sp. 128-5-R1-1	564	IPR009188	1..564
A8ZKU6	unreviewed	Formyl transferase domain protein	329726	Acaryochloris marina (strain MBIC 11017)	577	IPR009188	1..573
A9GK67	unreviewed	Methionyl-tRNA formyltransferase	448385	Sorangium cellulosum (strain So ce56)	606	IPR009188	1..582
B1Y5K3	unreviewed	Formyl transferase N-terminal domain-containing protein	395495	Leptothrix cholodnii (strain ATCC 51168 / LMG 8142 / SP-6)	590	IPR009188	1..588
B5I1V7	unreviewed	Hydrogenase maturation	463191	Streptomyces sviceus (strain ATCC 29083 / DSM 924 / JCM 4929 / NBRC 13980 / NCIMB 11184 / NRRL 5439 / UC 5370)	593	IPR009188	1..582
B6BMU8	unreviewed	Hydrogenase maturation factor HoxX	929558	Sulfurimonas gotlandica (strain DSM 19862 / JCM 16533 / GD1)	548	IPR009188	1..548
C0ZZK3	unreviewed	HoxX-like protein	234621	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	534	IPR009188	1..534
C7RMQ5	unreviewed	Formyl transferase domain protein	522306	Accumulibacter regalis	572	IPR009188	1..570
C9Z3A8	unreviewed	Putative formyltransferase	680198	Streptomyces scabiei (strain 87.22)	574	IPR009188	1..573
D3DKA7	unreviewed	Formyl transferase C-terminal domain-containing protein	608538	Hydrogenobacter thermophilus (strain DSM 6534 / IAM 12695 / TK-6)	562	IPR009188	1..562
D3Q597	unreviewed	Formyl transferase C-terminal domain-containing protein	446470	Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)	564	IPR009188	1..564
D3SLP7	unreviewed	Formyl transferase domain protein	638303	Thermocrinis albus (strain DSM 14484 / JCM 11386 / HI 11/12)	560	IPR009188	1..560
D9X958	unreviewed	Hydrogenase maturation	591159	Streptomyces viridochromogenes (strain DSM 40736 / JCM 4977 / BCRC 1201 / Tue 494)	581	IPR009188	1..580
E2Q1J5	unreviewed	Formyl transferase domain-containing protein	1901	Streptomyces clavuligerus	584	IPR009188	16..582
E5AVE9	unreviewed	Formyl transferase C-terminal domain-containing protein	882378	Mycetohabitans rhizoxinica (strain DSM 19002 / CIP 109453 / HKI 454)	595	IPR009188	12..590
E6WYB4	unreviewed	Formyl transferase domain protein	749222	Nitratifractor salsuginis (strain DSM 16511 / JCM 12458 / E9I37-1)	561	IPR009188	1..560
F2K9U9	unreviewed	Putative hydrogenase maturation factor	994484	Pseudomonas brassicacearum (strain NFM421)	572	IPR009188	4..572
F5RGB1	unreviewed	Hydrogenase maturation factor hoxX	1000565	Methyloversatilis universalis (strain ATCC BAA-1314 / DSM 25237 / JCM 13912 / CCUG 52030 / FAM5)	575	IPR009188	1..575
F8B299	unreviewed	Formyl transferase C-terminal domain-containing protein	2716812	Candidatus Protofrankia datiscae	599	IPR009188	1..578
F8GKQ3	unreviewed	Formyl transferase domain protein	261292	Nitrosomonas sp. (strain Is79A3)	579	IPR009188	14..579
F8JM49	unreviewed	Hydrogenase maturation protein	1003195	Streptantibioticus cattleyicolor (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057)	581	IPR009188	1..581
G2GI56	unreviewed	Formyl transferase C-terminal domain-containing protein	700597	Streptomyces zinciresistens K42	557	IPR009188	1..557
G6YM95	unreviewed	Formyl transferase C-terminal domain-containing protein	1082933	Mesorhizobium amorphae CCNWGS0123	561	IPR009188	1..561
G8QKV2	unreviewed	Methionyl-tRNA formyltransferase	640081	Azospira oryzae (strain ATCC BAA-33 / DSM 13638 / PS)	577	IPR009188	4..576
G8SIM5	unreviewed	Formyl transferase C-terminal domain-containing protein	134676	Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110)	589	IPR009188	1..567
H0HX78	unreviewed	Formyl transferase domain-containing protein	1107882	Mesorhizobium alhagi CCNWXJ12-2	589	IPR009188	1..588
H0PT30	unreviewed	Putative formyltransferase	748247	Azoarcus sp. KH32C	638	IPR009188	1..635
H5SEZ0	unreviewed	Formyl transferase	86027	uncultured beta proteobacterium	574	IPR009188	1..567
H6R5N2	unreviewed	Formyl transferase	1127134	Nocardia cyriacigeorgica (strain GUH-2)	536	IPR009188	1..536
H8GGD8	unreviewed	Methionyl-tRNA formyltransferase	686340	Methylomicrobium album BG8	597	IPR009188	1..594
H8GL66	unreviewed	Methionyl-tRNA formyltransferase	686340	Methylomicrobium album BG8	587	IPR009188	1..586
I0GYY3	unreviewed	Formyl transferase C-terminal domain-containing protein	512565	Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NBRC 102363 / NCIMB 12654 / NRRL B-3342 / UNCC 431)	594	IPR009188	1..576
I4K6P2	unreviewed	Formyl transferase domain/enoyl-CoA hydratase/isomerase family protein	1615674	Pseudomonas lactis	575	IPR009188	4..572
J1ZRF4	unreviewed	Formyltransferase	1160718	Streptomyces auratus AGR0001	569	IPR009188	1..568
J2MDZ0	unreviewed	Methionyl-tRNA formyltransferase	1144321	Pseudomonas sp. GM102	572	IPR009188	4..570
J2QSN2	unreviewed	Methionyl-tRNA formyltransferase	1144326	Pseudomonas sp. GM24	572	IPR009188	4..570
J2SR93	unreviewed	Methionyl-tRNA formyltransferase	1144332	Pseudomonas sp. GM50	572	IPR009188	4..570
J2WMV0	unreviewed	Formyl transferase C-terminal domain-containing protein	1144325	Pseudomonas sp. GM21	576	IPR009188	4..576
J3CEN2	unreviewed	Formyl transferase C-terminal domain-containing protein	1144315	Variovorax sp. CF313	572	IPR009188	1..571
J3ECR0	unreviewed	Methionyl-tRNA formyltransferase	1144324	Pseudomonas sp. GM18	572	IPR009188	4..571
J3F129	unreviewed	Methionyl-tRNA formyltransferase	1144327	Pseudomonas sp. GM25	572	IPR009188	4..571
J3I642	unreviewed	Methionyl-tRNA formyltransferase	1144339	Pseudomonas sp. GM80	572	IPR009188	4..571
K4QWV2	unreviewed	Formyl transferase C-terminal domain-containing protein	1214101	Streptomyces davaonensis (strain DSM 101723 / JCM 4913 / KCC S-0913 / 768)	570	IPR009188	1..566
L0DVH8	unreviewed	Hydrogenase assembly protein HoxX	1255043	Thioalkalivibrio nitratireducens (strain DSM 14787 / UNIQEM 213 / ALEN2)	589	IPR009188	9..588
L8P3K7	unreviewed	Formyl transferase C-terminal domain-containing protein	1160705	Streptomyces viridochromogenes Tue57	568	IPR009188	1..567
L8P6F0	unreviewed	Formyl transferase C-terminal domain-containing protein	1160705	Streptomyces viridochromogenes Tue57	599	IPR009188	1..281,301..590
M2Y6F4	unreviewed	Sensor protein hoxX	1244869	Paramagnetospirillum caucaseum	545	IPR009188	1..545
M3F7T5	unreviewed	Formyltransferase	1054862	Streptomyces bottropensis ATCC 25435	616	IPR009188	40..615
M7N132	unreviewed	Methionyl-tRNA formyltransferase	1279009	Cesiribacter andamanensis AMV16	573	IPR009188	1..572
N0ASG6	unreviewed	Formyl transferase domain-containing protein	666686	Bacillus sp. 1NLA3E	569	IPR009188	1..556
N0B9X6	unreviewed	Formyl transferase N-terminal domain-containing protein	670307	Hyphomicrobium denitrificans 1NES1	570	IPR009188	1..569
O67224	unreviewed	Hydrogenase regulation HoxX	224324	Aquifex aeolicus (strain VF5)	562	IPR009188	1..562
P31907	reviewed	Hydrogenase maturation factor HoxX	224911	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	566	IPR009188	1..566
Q0A732	unreviewed	Formyl transferase C-terminal domain-containing protein	187272	Alkalilimnicola ehrlichii (strain ATCC BAA-1101 / DSM 17681 / MLHE-1)	575	IPR009188	1..575
Q1LN52	unreviewed	Hydrogenase maturation factor hoxX	266264	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34)	579	IPR009188	1..577
Q21NE0	unreviewed	Formyl transferase-like protein	203122	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	565	IPR009188	1..563
Q21R04	unreviewed	Formyl transferase-like	338969	Albidiferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118)	565	IPR009188	1..563
Q2W6T6	unreviewed	Probable sensor protein hoxX	342108	Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1)	550	IPR009188	1..549
Q30QM9	unreviewed	(NiFe)-hydrogenase maturation factor, HypX/HoxX type	326298	Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251)	546	IPR009188	1..546
Q3KBI9	unreviewed	Putative Enoyl-CoA hydratase/isomerase	205922	Pseudomonas fluorescens (strain Pf0-1)	572	IPR009188	4..571
Q44027	unreviewed	HoxX	106590	Cupriavidus necator	597	IPR009188	1..595
Q478P1	unreviewed	Enoyl-CoA hydratase/isomerase:Formyl transferase, N-terminal:Formyl transferase, C-terminal	159087	Dechloromonas aromatica (strain RCB)	558	IPR009188	1..556
Q4KAG1	unreviewed	Formyl transferase domain/enoyl-CoA hydratase/isomerase family protein	220664	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	572	IPR009188	4..570
Q57217	unreviewed	Formyl transferase C-terminal domain-containing protein	384	Rhizobium leguminosarum	561	IPR009188	1..561
Q79IP8	unreviewed	Formyl transferase N-terminal domain-containing protein	381666	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337)	597	IPR009188	1..595
Q79Z01	unreviewed	[NiFe] hydrogenase maturation	227882	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	618	IPR009188	1..602
Q7NQJ5	unreviewed	HoxX-like protein	243365	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / CCUG 213 / NBRC 12614 / NCIMB 9131 / NCTC 9757 / MK)	565	IPR009188	4..565
Q93HH7	unreviewed	HoxX-like protein	33903	Streptomyces avermitilis	613	IPR009188	1..597
R4L542	unreviewed	Formyl transferase C-terminal domain-containing protein	649831	Actinoplanes sp. (strain N902-109)	585	IPR009188	1..574
S3BWI0	unreviewed	Formyl transferase C-terminal domain-containing protein	1203592	Streptomyces sp. HPH0547	561	IPR009188	1..561
S4MC95	unreviewed	Putative Hydrogenase maturation factor HoxX	1283301	Streptomyces afghaniensis 772	554	IPR009188	1..550
S5UKZ9	unreviewed	Formyl transferase C-terminal domain-containing protein	1214242	Streptomyces collinus (strain DSM 40733 / Tue 365)	567	IPR009188	1..563
U5VUM2	unreviewed	Formyl transferase C-terminal domain-containing protein	1246995	Actinoplanes friuliensis DSM 7358	597	IPR009188	1..575
V5E0R9	unreviewed	Hydrogenase maturation factor HoxX	1116472	Methyloglobulus morosus KoM1	596	IPR009188	1..584
V6F1U5	unreviewed	Hydrogenase maturation factor hoxX	431944	Magnetospirillum gryphiswaldense (strain DSM 6361 / JCM 21280 / NBRC 15271 / MSR-1)	550	IPR009188	13..550
V6JIB8	unreviewed	Formyl transferase C-terminal domain-containing protein	1352936	Streptomyces roseochromogenus subsp. oscitans DS 12.976	569	IPR009188	1..564
W0DCS1	unreviewed	Formyl transferase C-terminal domain-containing protein	75906	Thermocrinis ruber	562	IPR009188	1..562
W0DHL3	unreviewed	Formyl transferase C-terminal domain-containing protein	713585	Thioalkalivibrio paradoxus ARh 1	582	IPR009188	1..580
W0SFL1	unreviewed	Formyl transferase-like protein	1223802	Sulfuritalea hydrogenivorans sk43H	581	IPR009188	1..579
W5TIN0	unreviewed	Putative formyl transferase	1415166	Nocardia nova SH22a	564	IPR009188	1..564
W6KD93	unreviewed	Hydrogenase maturation factor hoxX	1288970	Magnetospira sp. (strain QH-2)	551	IPR009188	1..550
W7W333	unreviewed	Enoyl-CoA hydratase	1430884	Methylibium sp. T29	591	IPR009188	1..591
W7WWJ2	unreviewed	Enoyl-CoA hydratase	1437443	Methylibium sp. T29-B	591	IPR009188	1..591
X5PYK7	unreviewed	Hydrogenase maturation protein	1287336	Mesorhizobium sp. LSJC280B00	587	IPR009188	1..587
X6G7I5	unreviewed	Hydrogenase maturation protein	1287182	Mesorhizobium sp. L48C026A00	587	IPR009188	1..587
